B,T,Mal,Fre,Op,Total
370,90,4.47729,0.00027711,3.301e-05,4.4776
50,320,4.46028,0.000221287,3.2003e-05,4.46054
350,380,4.52663,0.000825367,0.000110138,4.52757
480,510,4.49808,0.00125845,0.000195999,4.49953
130,440,0.0884439,0.000404248,5.1181e-05,0.0888994
500,490,4.5111,0.00125295,0.000196878,4.51255
60,140,4.4638,0.000191095,3.1043e-05,4.46402
420,60,4.49163,0.000244323,3.09e-05,4.49191
400,170,4.52379,0.00106467,5.5617e-05,4.52491
70,360,4.47065,0.000257742,3.1861e-05,4.47094
410,70,4.49534,0.000254335,3.0637e-05,4.49562
160,430,4.48145,0.000385583,5.8605e-05,4.48189
340,400,4.50377,0.000822038,0.000112206,4.50471
20,480,4.49712,0.000207264,3.2379e-05,4.49736
300,280,0.10316,0.000433815,7.2149e-05,0.103666
410,180,4.51307,0.000418333,6.1687e-05,4.51355
360,80,4.50512,0.000261443,3.4175e-05,4.50541
400,440,4.53243,0.00119712,0.000141907,4.53377
150,70,4.467,0.000189643,3.0715e-05,4.46722
170,300,4.50023,0.000326834,4.5116e-05,4.50061
40,100,4.44903,0.000170012,2.9136e-05,4.44923
290,230,4.52809,0.000402206,5.5514e-05,4.52855
120,460,4.48942,0.00036015,4.858e-05,4.48983
10,160,0.0932432,0.000195583,3.4481e-05,0.0934732
180,420,0.109692,0.000419104,6.6197e-05,0.110177
240,120,4.48241,0.000264666,2.9379e-05,4.4827
120,300,4.49348,0.000392011,4.2587e-05,4.49391
10,510,4.50386,0.000177253,3.048e-05,4.50407
160,460,4.48431,0.000402981,6.1385e-05,4.48478
360,500,4.50409,0.000973539,0.000145952,4.50521
210,240,4.48438,0.000338692,4.3671e-05,4.48476
380,490,4.48449,0.00102588,0.000151333,4.48566
160,100,4.48173,0.000207969,3.1059e-05,4.48197
370,510,4.4895,0.00108172,0.000152899,4.49073
160,90,4.48367,0.000205219,3.1509e-05,4.4839
160,210,4.47736,0.000273471,3.2974e-05,4.47767
500,340,4.49416,0.000951435,0.000138798,4.49525
340,460,4.51953,0.0009494,0.000121262,4.5206
90,210,4.49002,0.000244206,3.354e-05,4.49029
500,290,4.61763,0.00111628,0.000154426,4.6189
160,490,4.53487,0.000417228,6.5912e-05,4.53536
410,470,4.49026,0.00102861,0.000156855,4.49145
400,50,4.47255,0.000932679,4.6904e-05,4.47353
140,90,4.48278,0.000192553,3.0479e-05,4.483
60,450,4.4676,0.000280005,3.3742e-05,4.46791
500,230,4.46966,0.000670282,9.5394e-05,4.47043
90,430,4.48721,0.000280555,3.6583e-05,4.48753
430,490,4.48307,0.00112896,0.000170785,4.48437
410,270,4.52603,0.000744948,9.2134e-05,4.52687
80,120,4.48892,0.000186197,3.0382e-05,4.48914
290,380,4.47904,0.000648343,9.1812e-05,4.47978
330,430,4.50916,0.00088353,0.000117984,4.51016
190,180,0.107613,0.000288733,3.5365e-05,0.107937
420,510,4.47576,0.00111113,0.00017301,4.47704
470,300,4.50056,0.000835539,0.00011636,4.50151
300,170,4.60775,0.000334217,4.4989e-05,4.60813
250,420,4.49488,0.000616849,8.7421e-05,4.49558
230,10,4.48686,0.000160015,3.0026e-05,4.48705
250,130,4.50875,0.000276018,3.2222e-05,4.50906
480,370,4.48938,0.00103453,0.000144663,4.49056
30,510,4.49967,0.000224267,3.1021e-05,4.49992
270,510,4.50088,0.000839198,0.000113961,4.50184
70,260,4.46538,0.000217222,3.0733e-05,4.46563
110,310,4.47102,0.000273862,3.3237e-05,4.47133
130,240,4.47982,0.000260067,3.0889e-05,4.48011
120,120,4.49832,0.000200708,3.0633e-05,4.49855
340,300,4.51664,0.000609484,8.4922e-05,4.51734
80,160,4.49093,0.000196653,3.0045e-05,4.49115
440,130,4.48283,0.000358901,5.0819e-05,4.48324
280,380,4.49099,0.00062076,8.8169e-05,4.4917
30,120,4.47906,0.000165735,2.9431e-05,4.47925
160,60,4.47699,0.000193018,3.1461e-05,4.47721
440,150,4.54258,0.00107569,4.2858e-05,4.54369
40,420,4.45597,0.000225615,3.1042e-05,4.45623
450,70,4.48019,0.000265632,3.2109e-05,4.48048
30,310,4.48376,0.000201797,3.0231e-05,4.48399
210,380,4.50975,0.000534045,6.3954e-05,4.51035
140,30,4.4453,0.000162826,2.9354e-05,4.4455
230,140,4.49205,0.000271858,3.215e-05,4.49236
60,390,4.46418,0.000257066,3.3224e-05,4.46447
160,480,4.47931,0.000413627,6.2599e-05,4.47979
260,430,4.51112,0.000693617,8.5682e-05,4.5119
290,70,4.46569,0.000226058,3.1471e-05,4.46595
110,440,4.48863,0.000319309,4.2361e-05,4.48899
250,390,4.5446,0.000596608,7.5839e-05,4.54527
260,160,4.50311,0.000308464,3.8271e-05,4.50345
510,510,4.52384,0.00128585,0.00020891,4.52534
330,120,4.57085,0.000291584,3.7012e-05,4.57118
340,270,4.56329,0.000571616,7.6667e-05,4.56394
310,300,4.59674,0.000571871,7.7738e-05,4.59739
270,230,4.50952,0.000369041,5.2738e-05,4.50994
270,350,4.49698,0.000573104,7.9176e-05,4.49764
10,370,4.50112,0.00017554,3.0927e-05,4.50132
30,250,4.47649,0.000185226,3.0143e-05,4.4767
170,460,4.49988,0.000470005,6.5176e-05,4.50041
350,160,4.50888,0.000344626,4.7872e-05,4.50927
60,20,4.49246,0.000160228,3.2622e-05,4.49265
470,390,4.51952,0.0010145,0.000151287,4.52068
90,10,4.50233,0.000191925,3.4108e-05,4.50256
350,90,4.48896,0.000265621,3.2532e-05,4.48926
280,490,4.53026,0.000911091,0.000105136,4.53128
160,40,4.4753,0.000188526,3.0228e-05,4.47552
510,130,4.50439,0.000385492,5.6413e-05,4.50483
110,270,4.4685,0.000249207,3.1226e-05,4.46878
350,440,4.4824,0.000888277,0.000125776,4.48342
510,490,4.48952,0.0012083,0.000200862,4.49093
60,210,4.48493,0.000217457,3.1637e-05,4.48518
220,220,4.51587,0.000325104,4.3243e-05,4.51624
340,50,4.47187,0.000208846,2.9608e-05,4.47211
150,140,4.46797,0.000216522,3.1216e-05,4.46822
40,490,4.48628,0.00024068,3.1855e-05,4.48655
390,60,4.46062,0.000234091,3.0464e-05,4.46088
10,150,0.101429,0.000173573,3.1221e-05,0.101634
440,80,4.50018,0.000296224,3.3798e-05,4.50051
470,60,4.5472,0.000257478,3.4461e-05,4.54749
380,330,4.52568,0.000707107,0.000103654,4.52649
170,170,4.49201,0.000260537,3.0253e-05,4.4923
470,270,4.50463,0.000710599,0.00010523,4.50544
370,330,4.49343,0.000687489,0.000100616,4.49421
150,490,4.50118,0.000406047,6.2005e-05,4.50165
290,360,4.47385,0.000637211,8.631e-05,4.47457
470,220,4.55688,0.000657113,7.9649e-05,4.55761
240,110,4.48988,0.000239006,2.913e-05,4.49014
470,460,4.52037,0.00114839,0.000167671,4.52169
100,390,4.5868,0.000292827,3.5636e-05,4.58713
370,500,4.51552,0.00101356,0.000150288,4.51668
200,360,0.0791478,0.000392593,6.2427e-05,0.0796028
270,300,4.49451,0.000438962,6.7235e-05,4.49502
80,350,4.46961,0.000246595,3.2512e-05,4.46989
110,450,4.48903,0.000319206,4.4203e-05,4.48939
10,330,4.48123,0.000168029,3.0928e-05,4.48143
330,160,4.53993,0.00033995,4.4835e-05,4.54031
470,50,4.54926,0.000244532,3.3569e-05,4.54954
150,350,4.49047,0.000324999,4.6231e-05,4.49084
50,510,4.51322,0.000271566,3.3167e-05,4.51352
50,360,4.48314,0.000247335,3.1639e-05,4.48342
450,350,4.49719,0.000915436,0.00012991,4.49824
140,460,4.46523,0.000373596,5.5168e-05,4.46566
360,310,4.4804,0.000653506,9.4241e-05,4.48115
130,260,4.47962,0.000269318,3.3279e-05,4.47992
430,180,4.49214,0.000440657,5.8048e-05,4.49264
130,30,4.46837,0.0001669,3.0233e-05,4.46857
510,70,4.53547,0.000287309,3.4044e-05,4.53579
100,350,4.48145,0.000270598,3.414e-05,4.48176
360,180,4.52981,0.000390788,5.531e-05,4.53026
510,110,4.51385,0.000354026,4.9234e-05,4.51425
100,440,0.0899644,0.000368323,4.2447e-05,0.0903751
370,170,4.54578,0.000382279,5.4035e-05,4.54621
40,30,4.50153,0.00015164,2.9494e-05,4.50171
110,380,4.50091,0.000289103,3.866e-05,4.50124
420,280,4.51745,0.000668165,9.6951e-05,4.51822
330,110,4.5432,0.00028533,3.5257e-05,4.54352
410,290,4.48469,0.000693495,9.9123e-05,4.48548
130,50,4.45647,0.000169574,3.0114e-05,4.45667
110,500,4.50091,0.000358249,4.2183e-05,4.50131
170,140,4.47571,0.00024074,3.0028e-05,4.47598
70,190,4.52226,0.000210835,3.024e-05,4.5225
40,250,4.47048,0.000203546,3.066e-05,4.47072
400,60,4.45716,0.000255736,3.2724e-05,4.45745
340,40,4.50265,0.000201818,2.972e-05,4.50288
150,100,4.48274,0.000205964,3.0329e-05,4.48297
380,510,4.49834,0.00105531,0.000159015,4.49955
500,210,4.55565,0.000663627,8.1147e-05,4.5564
20,320,4.50105,0.000181236,3.0603e-05,4.50127
80,230,4.47379,0.000211624,2.8233e-05,4.47403
20,240,4.48694,0.000174712,3.046e-05,4.48715
190,300,0.081695,0.000351644,5.1578e-05,0.0820982
390,120,4.48151,0.000329933,4.1857e-05,4.48189
140,390,4.50776,0.000381735,4.6222e-05,4.50819
130,150,0.0715641,0.00022568,3.131e-05,0.0718211
120,90,4.49703,0.000186809,3.0377e-05,4.49725
160,220,4.4831,0.000275832,3.3891e-05,4.48341
490,510,4.55195,0.00155873,0.000191753,4.5537
130,70,4.4841,0.000180825,3.1164e-05,4.48431
350,180,4.48916,0.000379248,5.3622e-05,4.48959
30,130,4.45564,0.000169881,2.9784e-05,4.45584
410,440,4.53131,0.00105335,0.000141334,4.53251
10,260,4.48738,0.000168478,3.0495e-05,4.48758
410,390,4.52293,0.00096217,0.000126523,4.52401
320,110,4.48942,0.000274321,3.4228e-05,4.48973
440,360,4.49533,0.000900401,0.000129354,4.49636
270,120,4.48607,0.000263959,3.1274e-05,4.48636
110,50,4.48863,0.000172588,2.9127e-05,4.48884
250,200,4.48937,0.000327344,4.4118e-05,4.48974
470,380,4.49614,0.00100459,0.000144287,4.49729
150,60,4.45725,0.00018362,3.2638e-05,4.45747
450,270,4.48583,0.000696024,0.000102768,4.48663
20,200,4.52278,0.000165406,2.8134e-05,4.52297
260,220,4.4955,0.000357855,4.9449e-05,4.49591
100,260,4.46334,0.00023923,3.1627e-05,4.46361
360,370,4.50767,0.000818187,0.000109774,4.5086
500,380,4.5338,0.00101792,0.000154129,4.53497
140,430,4.47528,0.000359659,4.6227e-05,4.47569
490,130,4.55748,0.000409433,4.6344e-05,4.55793
350,290,4.54191,0.000614781,8.5359e-05,4.54261
90,90,4.49093,0.000182485,3.0072e-05,4.49115
100,250,4.48002,0.000240075,3.2044e-05,4.48029
390,10,4.48471,0.000169295,2.9201e-05,4.48491
340,490,4.49898,0.000964515,0.00013504,4.50008
470,40,4.48947,0.000302876,3.7191e-05,4.48981
140,320,4.52688,0.000316024,4.0113e-05,4.52724
400,70,4.50672,0.000251802,3.2236e-05,4.50701
300,390,4.51811,0.000667211,9.7608e-05,4.51887
500,310,4.50288,0.00109643,0.00012697,4.50411
500,510,4.526,0.00128494,0.00241662,4.5297
430,130,4.49203,0.000363503,4.8828e-05,4.49245
450,490,4.49501,0.00110504,0.00017854,4.49629
460,230,4.51911,0.000631544,8.8472e-05,4.51983
500,80,4.51834,0.000295696,3.7837e-05,4.51867
100,140,4.50891,0.000216423,2.9968e-05,4.50916
140,10,4.49288,0.000160091,3.0223e-05,4.49307
170,390,4.47397,0.000384273,5.6933e-05,4.47441
420,290,4.49031,0.000692029,0.000101023,4.49111
40,280,4.51335,0.000210011,3.0758e-05,4.51359
30,170,4.4777,0.000179274,2.9462e-05,4.4779
80,300,4.47555,0.000229562,2.8831e-05,4.47581
10,500,4.48546,0.00017882,3.0015e-05,4.48567
180,180,4.48583,0.000265,3.1863e-05,4.48613
490,390,4.48467,0.00103881,0.000156172,4.48587
20,270,4.48844,0.000178884,3.0732e-05,4.48865
450,170,4.49388,0.000416135,6.4602e-05,4.49436
380,50,4.50687,0.000220125,3.0532e-05,4.50712
430,150,4.49558,0.000381338,5.4897e-05,4.49601
120,190,4.48469,0.000232963,3.1314e-05,4.48495
470,290,4.5492,0.000870596,0.000113337,4.55019
450,110,4.4892,0.000334887,4.4501e-05,4.48958
10,350,4.46175,0.000167547,3.0241e-05,4.46195
60,230,4.50682,0.000214146,3.1681e-05,4.50707
50,10,4.46016,0.000152709,2.9612e-05,4.46035
450,250,4.49997,0.00135306,8.8274e-05,4.50141
290,330,4.51114,0.000581136,8.0123e-05,4.5118
280,40,4.59737,0.000199195,3.1115e-05,4.5976
40,430,4.4556,0.000229599,2.9983e-05,4.45586
200,280,0.104812,0.000345382,5.0372e-05,0.105208
430,310,4.48819,0.00083035,0.000111147,4.48913
510,180,4.50828,0.000576483,7.664e-05,4.50893
140,310,4.49277,0.000303461,3.9209e-05,4.49311
200,130,0.0854382,0.000310416,0.00020813,0.0859568
140,260,4.5165,0.000272315,3.5404e-05,4.51681
280,500,4.50347,0.000823886,0.0001144,4.50441
180,160,4.49701,0.000251394,2.9248e-05,4.4973
150,210,4.49678,0.000262285,3.1705e-05,4.49708
180,110,4.48531,0.000225866,2.9984e-05,4.48557
210,280,4.50569,0.000365241,5.0204e-05,4.5061
110,200,4.48209,0.000230498,3.1422e-05,4.48235
120,310,4.48872,0.000276467,3.5684e-05,4.48903
300,130,0.0911971,0.00048844,4.1415e-05,0.091727
430,380,4.56101,0.00115196,0.000117783,4.56228
30,230,4.46501,0.000182669,3.022e-05,4.46522
370,460,4.49045,0.000967828,0.000139281,4.49156
180,140,4.47342,0.000239205,2.9905e-05,4.47369
390,350,4.49588,0.000835583,0.000112496,4.49683
110,470,4.5068,0.000327142,4.5958e-05,4.50718
110,120,4.55447,0.000199447,3.089e-05,4.5547
420,480,4.5015,0.00249695,0.000134559,4.50413
270,260,4.50459,0.000405328,5.9387e-05,4.50505
50,100,4.45601,0.000179241,3.0017e-05,4.45622
350,450,4.49361,0.000899143,0.000129317,4.49464
280,70,4.46323,0.000221693,3.2002e-05,4.46349
380,420,4.49585,0.000926145,0.000129525,4.4969
150,160,4.4489,0.000229991,3.0805e-05,4.44916
200,60,0.098079,0.000203678,3.1096e-05,0.0983138
310,220,4.47955,0.000389883,5.7452e-05,4.48
300,350,4.49955,0.000621881,8.8046e-05,4.50026
310,90,4.49844,0.000262708,2.9615e-05,4.49873
260,120,4.48408,0.000269257,3.0907e-05,4.48438
440,420,4.47892,0.00102129,0.00015072,4.48009
250,270,4.49535,0.000396328,5.7459e-05,4.4958
70,500,4.52083,0.000284407,3.4413e-05,4.52115
340,360,4.49572,0.000681101,0.000100455,4.4965
230,130,4.48127,0.00026541,3.0577e-05,4.48157
260,410,4.54582,0.00062917,8.8303e-05,4.54654
340,30,4.49024,0.000186458,2.9456e-05,4.49046
110,80,4.45646,0.000178614,2.9805e-05,4.45667
130,510,4.46888,0.000369082,5.6596e-05,4.4693
370,480,4.55285,0.00100649,0.000141382,4.554
240,10,4.51929,0.00016785,2.8329e-05,4.51949
220,500,4.49103,0.000644258,9.1707e-05,4.49176
440,260,4.505,0.000656861,9.5733e-05,4.50575
230,260,4.49612,0.000365181,4.7614e-05,4.49653
460,410,4.49699,0.00101688,0.000154479,4.49816
370,80,4.50243,0.000264177,3.4989e-05,4.50272
290,50,4.5075,0.000201946,3.2087e-05,4.50773
60,310,4.50702,0.000236395,3.1058e-05,4.50729
360,200,4.51828,0.000416698,5.9412e-05,4.51875
510,30,4.48438,0.000219867,3.3063e-05,4.48463
310,110,4.51087,0.000279207,4.7066e-05,4.5112
50,370,4.49781,0.000240332,3.136e-05,4.49809
160,390,4.47801,0.000374032,5.3059e-05,4.47843
160,280,4.48762,0.000311422,4.0463e-05,4.48797
280,260,4.57064,0.000563457,6.1423e-05,4.57127
380,80,4.50814,0.000263482,3.0945e-05,4.50844
430,110,4.48859,0.00032703,3.7718e-05,4.48895
490,380,4.51513,0.00100642,0.000150832,4.51629
500,270,4.54132,0.000923775,0.000111373,4.54235
240,30,4.49558,0.000181289,2.9329e-05,4.49579
320,200,4.57975,0.000458167,5.2509e-05,4.58026
230,490,4.50226,0.000648769,9.4517e-05,4.503
10,130,0.094867,0.000189642,3.4154e-05,0.0950908
100,450,0.0824433,0.000367153,4.3458e-05,0.0828539
50,140,4.51514,0.000238347,3.6885e-05,4.51541
330,420,4.48576,0.000873554,0.00011477,4.48674
70,170,4.48117,0.000208234,3.0457e-05,4.48141
140,330,4.46134,0.000310545,4.2026e-05,4.46169
270,490,4.49399,0.000800162,0.000109076,4.4949
450,290,4.50842,0.000695697,0.000108494,4.50922
280,120,4.51133,0.000286193,3.2629e-05,4.51165
100,110,4.49173,0.000190757,3.0008e-05,4.49195
70,80,4.48273,0.000178007,2.9585e-05,4.48294
320,160,4.52327,0.000333492,4.4147e-05,4.52365
70,180,4.49447,0.000213083,3.0257e-05,4.49472
360,280,4.48888,0.000608602,8.3224e-05,4.48957
120,20,4.49539,0.000163695,3.0521e-05,4.49558
290,320,4.49305,0.000569387,7.6034e-05,4.4937
40,180,4.47678,0.000193992,3.1311e-05,4.47701
30,30,4.46885,0.000153038,2.9274e-05,4.46904
260,350,4.50573,0.000572489,7.5549e-05,4.50638
130,40,4.48249,0.000166775,2.9523e-05,4.48269
190,130,0.0940742,0.000259138,3.5448e-05,0.0943688
380,160,4.50822,0.000372659,5.0971e-05,4.50865
70,60,4.48069,0.00017101,2.9471e-05,4.48089
10,420,4.503,0.000176239,3.0278e-05,4.50321
310,340,0.090789,0.000760254,9.0365e-05,0.0916396
190,30,0.0791582,0.000178953,2.9366e-05,0.0793665
510,500,4.49753,0.00123826,0.000204559,4.49897
110,330,4.46967,0.000274617,3.5233e-05,4.46998
70,380,4.48383,0.000265226,3.1615e-05,4.48412
460,420,4.50386,0.00105531,0.000157861,4.50507
80,190,4.50985,0.000214603,2.9397e-05,4.51009
390,330,4.5117,0.000717068,0.000106521,4.51252
60,150,4.45408,0.000193372,3.0029e-05,4.4543
190,80,0.0781013,0.000211532,2.9582e-05,0.0783425
140,360,4.47777,0.000333922,4.434e-05,4.47815
90,420,4.49949,0.000282296,3.5921e-05,4.4998
430,40,4.47472,0.000215985,3.3082e-05,4.47497
80,420,4.49932,0.000268156,3.2977e-05,4.49962
20,330,4.47558,0.000188979,3.1773e-05,4.4758
320,220,4.50029,0.000433579,5.9512e-05,4.50079
470,100,4.52189,0.000334683,3.6856e-05,4.52227
350,420,4.49278,0.000876558,0.000120972,4.49378
160,320,4.49038,0.000328511,4.517e-05,4.49075
370,240,4.49937,0.00057067,7.3009e-05,4.50001
490,200,4.48755,0.000582118,8.0321e-05,4.48822
240,230,4.4939,0.000336888,4.8458e-05,4.49428
150,120,4.4582,0.000205836,3.0464e-05,4.45844
450,400,4.51047,0.000972033,0.000145468,4.51159
390,440,4.49582,0.00102018,0.000133866,4.49697
380,390,4.49502,0.000883041,0.000122897,4.49603
80,390,4.49157,0.000256763,3.0543e-05,4.49186
440,240,4.48778,0.000626759,8.6562e-05,4.48849
220,440,4.50905,0.00137767,7.8876e-05,4.5105
300,270,0.0948195,0.000562089,7.211e-05,0.0954537
260,400,4.49516,0.000626623,8.6856e-05,4.49587
360,220,4.50578,0.000434905,6.5636e-05,4.50628
170,80,4.49503,0.000200508,3.1437e-05,4.49526
450,130,4.48141,0.000360314,5.1232e-05,4.48182
250,110,4.55366,0.000254487,2.9762e-05,4.55394
90,260,4.49884,0.000234853,3.2027e-05,4.49911
90,330,4.4955,0.000253232,3.1932e-05,4.49579
160,420,4.48042,0.00038445,5.6747e-05,4.48086
330,380,4.49421,0.000696382,0.000103503,4.49501
280,200,4.51848,0.000347334,4.8319e-05,4.51888
190,190,0.0829537,0.000286725,3.6931e-05,0.0832773
510,460,4.49204,0.00117756,0.00018889,4.4934
310,480,4.52134,0.00085767,0.000120561,4.52232
170,230,4.51839,0.000305337,3.4362e-05,4.51873
150,110,4.46521,0.000208665,3.2768e-05,4.46545
400,350,4.48067,0.000842478,0.000115082,4.48162
270,360,4.49672,0.000615203,8.0847e-05,4.49741
350,460,4.49782,0.000911387,0.000132062,4.49886
320,430,4.56017,0.000817144,0.000113705,4.5611
460,390,4.53514,0.00100847,0.000146366,4.5363
400,380,4.5121,0.00160469,0.000117051,4.51382
150,170,4.46837,0.000231347,3.0591e-05,4.46863
490,150,4.51003,0.000428454,6.179e-05,4.51052
440,110,4.47717,0.00032501,4.4582e-05,4.47754
100,20,4.46993,0.000162622,3.1635e-05,4.47012
380,230,4.50366,0.00059023,7.2551e-05,4.50432
350,50,4.55434,0.000222434,3.2628e-05,4.55459
400,460,4.54149,0.000990676,0.00015031,4.54263
280,430,4.51497,0.000680498,9.969e-05,4.51575
30,80,4.50116,0.000164106,3.0189e-05,4.50135
500,500,4.49567,0.0012552,0.00020144,4.49713
60,460,4.56148,0.000275627,3.1464e-05,4.56179
490,110,4.53735,0.000348264,4.7791e-05,4.53775
460,440,4.4935,0.00109714,0.000161956,4.49476
390,510,4.5027,0.00107268,0.000161864,4.50394
240,420,4.50647,0.000660799,8.4095e-05,4.50721
440,200,4.5077,0.000558989,7.2193e-05,4.50833
180,220,4.47728,0.000292156,3.7044e-05,4.47761
80,70,4.48027,0.000172668,2.9185e-05,4.48047
510,280,4.47919,0.000855046,0.000115728,4.48016
10,410,4.47614,0.000174469,3.006e-05,4.47634
30,300,4.45418,0.000189842,3.0595e-05,4.45441
270,90,4.52292,0.000243615,2.9689e-05,4.52319
200,10,0.100156,0.000188807,4.1933e-05,0.100387
350,240,4.50737,0.000444188,6.8945e-05,4.50788
250,240,4.50962,0.000359054,4.9814e-05,4.51003
280,220,4.51949,0.000363608,5.2281e-05,4.51991
330,90,4.51719,0.00254623,4.5127e-05,4.51978
510,90,4.4971,0.000320614,4.1942e-05,4.49746
380,100,4.51767,0.000293724,3.6427e-05,4.518
220,260,4.52336,0.000355266,4.9351e-05,4.52376
440,380,4.49806,0.000935753,0.000136473,4.49913
440,310,4.49834,0.000839404,0.000113443,4.49929
320,500,4.4894,0.000930465,0.000130288,4.49046
210,390,4.55426,0.000438633,6.9031e-05,4.55476
200,470,0.106042,0.000591099,8.0907e-05,0.106714
330,270,4.49647,0.000573428,7.4213e-05,4.49712
150,270,4.46887,0.000286914,3.8208e-05,4.46919
360,340,4.48797,0.000683883,0.000101423,4.48875
250,20,4.49164,0.000176672,3.0769e-05,4.49185
160,10,4.48473,0.000157757,2.9765e-05,4.48491
430,510,4.49361,0.00114801,0.000177176,4.49493
400,510,4.51497,0.00108212,0.000164197,4.51621
330,300,4.4755,0.000647749,7.4842e-05,4.47622
250,410,4.48836,0.000630644,8.4095e-05,4.48907
300,70,0.0752798,0.000279177,3.656e-05,0.0755956
80,360,4.48749,0.000246075,2.943e-05,4.48777
10,170,0.101625,0.000204109,3.5766e-05,0.101864
280,180,4.5102,0.000338985,4.4681e-05,4.51059
410,460,4.49898,0.00102824,0.000153326,4.50016
70,30,4.49513,0.000157672,2.9547e-05,4.49532
50,440,4.48809,0.000303856,3.6703e-05,4.48843
10,70,4.49779,0.000156996,3.0744e-05,4.49798
460,130,4.50456,0.000368039,5.2041e-05,4.50498
490,10,4.50395,0.000172289,3.1459e-05,4.50416
300,200,4.49852,0.000382613,4.4965e-05,4.49895
330,20,4.46656,0.000186403,3.1995e-05,4.46678
340,260,4.49104,0.000565197,7.3133e-05,4.49167
460,30,4.47232,0.000203731,3.342e-05,4.47255
30,110,4.46884,0.000165363,2.9634e-05,4.46904
440,480,4.49191,0.00110235,0.000167988,4.49318
460,10,4.49056,0.000176329,3.137e-05,4.49076
360,40,4.53127,0.000203516,3.0741e-05,4.5315
470,260,4.49074,0.000688311,0.000100833,4.49153
60,440,4.47605,0.000289028,3.1861e-05,4.47637
240,390,4.48932,0.000614449,7.262e-05,4.49
40,40,4.50645,0.000154145,2.9051e-05,4.50663
250,30,4.50093,0.00018352,3.1077e-05,4.50115
30,340,4.49932,0.000207248,3.085e-05,4.49956
200,420,0.0773781,0.000441661,7.2906e-05,0.0778927
200,380,0.0839117,0.000411671,6.5553e-05,0.084389
330,200,4.56433,0.000427574,4.8983e-05,4.5648
60,300,4.47102,0.000242969,3.2085e-05,4.47129
200,230,0.116078,0.000364758,4.2338e-05,0.116485
230,350,4.51553,0.000444147,6.6881e-05,4.51604
350,490,4.4856,0.000940539,0.000139736,4.48668
140,150,0.070482,0.000269346,3.5067e-05,0.0707864
360,150,4.54492,0.000377843,3.8948e-05,4.54534
360,170,4.505,0.000369777,5.2549e-05,4.50542
480,30,4.48761,0.000203275,3.0486e-05,4.48784
170,340,4.50022,0.000355723,5.0272e-05,4.50063
280,30,4.47743,0.000194173,3.8358e-05,4.47766
70,50,4.48119,0.000170895,3.0395e-05,4.48139
20,40,4.51089,0.000151117,2.9455e-05,4.51107
490,350,4.50349,0.000979871,0.000139769,4.50461
480,450,4.49645,0.00111783,0.00017499,4.49774
420,410,4.49709,0.000959293,0.000140858,4.49819
270,140,4.49591,0.000287433,3.5908e-05,4.49623
390,200,4.4915,0.000435227,6.4378e-05,4.492
180,410,0.115719,0.000440101,6.4974e-05,0.116224
140,120,4.45642,0.000206989,3.0612e-05,4.45666
200,320,0.109,0.00112449,5.5225e-05,0.110179
100,430,0.0934759,0.000361301,4.2104e-05,0.0938793
270,20,4.47059,0.000176089,3.1155e-05,4.4708
390,250,4.52268,0.000595914,8.144e-05,4.52336
30,290,4.45162,0.000190713,3.034e-05,4.45185
330,190,4.50897,0.000384495,5.3254e-05,4.50941
100,290,4.47771,0.000262848,3.321e-05,4.47801
430,240,4.55251,0.000608713,7.9547e-05,4.55319
330,370,4.47872,0.000699529,0.000101191,4.47952
300,40,4.56752,0.000520628,3.5993e-05,4.56807
260,510,4.52634,0.000959729,0.00010367,4.5274
270,310,4.47003,0.000445619,6.964e-05,4.47055
380,430,4.50722,0.000956242,0.000134293,4.50831
270,410,4.48474,0.00064115,9.2929e-05,4.48548
90,300,4.48314,0.00024559,3.356e-05,4.48342
320,240,4.48773,0.000459805,5.5852e-05,4.48824
40,150,4.51453,0.00018657,3.056e-05,4.51475
80,250,4.49154,0.000224521,3.0825e-05,4.49179
170,60,4.49937,0.000202793,2.9137e-05,4.4996
280,400,4.54178,0.000677068,8.8141e-05,4.54255
170,150,4.49834,0.000244614,2.9677e-05,4.49861
240,70,4.47797,0.000211278,2.8933e-05,4.47821
160,260,4.51279,0.000297624,3.9257e-05,4.51313
130,180,0.0734037,0.000282739,3.5166e-05,0.0737216
300,370,4.492,0.00061977,9.2572e-05,4.49271
170,330,4.49494,0.000353262,4.9603e-05,4.49534
360,410,4.51344,0.000898893,0.000121295,4.51446
380,380,4.49893,0.000846039,0.000118495,4.49989
500,110,4.50133,0.000344479,4.852e-05,4.50172
200,440,0.0903754,0.000548791,7.5467e-05,0.0909997
210,260,4.52383,0.000395405,4.7101e-05,4.52427
100,310,4.53297,0.000258299,3.1755e-05,4.53326
230,340,4.57098,0.000429669,6.4297e-05,4.57147
50,90,4.49395,0.000175203,3.073e-05,4.49415
220,20,4.45735,0.000170232,3.0274e-05,4.45755
260,490,4.49457,0.000702927,0.00010571,4.49538
340,110,4.49799,0.000283604,3.6001e-05,4.49831
410,80,4.49662,0.000279236,3.2466e-05,4.49693
190,350,0.0829671,0.000411801,5.8855e-05,0.0834378
100,240,4.46101,0.000245667,3.1412e-05,4.46129
300,20,4.47209,0.000170386,2.8736e-05,4.47229
310,10,4.5429,0.000164846,2.8789e-05,4.5431
110,150,4.45346,0.000210374,3.1748e-05,4.4537
190,120,0.0836976,0.00028429,3.1678e-05,0.0840135
