B,T,Mal,Fre,Op,Total
510,440,4.52872,0.00114535,0.000179533,4.53005
170,440,4.50195,0.000417036,6.1801e-05,4.50243
460,100,4.50194,0.000315864,4.1721e-05,4.5023
70,110,4.46737,0.000186073,3.0459e-05,4.46759
30,330,4.48792,0.000205814,3.208e-05,4.48816
40,440,4.47073,0.000231864,3.141e-05,4.471
330,500,4.49078,0.000968148,0.000135049,4.49188
90,450,4.49679,0.000296561,3.2195e-05,4.49712
290,60,4.51172,0.000216552,3.1304e-05,4.51197
270,40,4.48658,0.00019131,2.9359e-05,4.4868
410,380,4.5013,0.000915294,0.000127027,4.50234
320,190,4.51025,0.000365734,5.2019e-05,4.51067
450,440,4.47646,0.00105978,0.000160133,4.47768
460,140,4.52652,0.00038111,5.4779e-05,4.52696
260,310,4.501,0.000480338,6.7423e-05,4.50154
230,400,4.50799,0.000574452,7.6502e-05,4.50865
210,120,4.50926,0.000247982,3.0208e-05,4.50953
320,400,4.49399,0.000700408,0.000105198,4.4948
240,360,4.51239,0.000456286,7.0974e-05,4.51292
460,500,4.47731,0.00114315,0.0001846,4.47864
120,410,4.49204,0.000315771,4.473e-05,4.4924
410,220,4.49684,0.000604618,6.2507e-05,4.4975
210,180,4.49641,0.000283019,3.5712e-05,4.49673
170,250,4.51024,0.000304813,3.9181e-05,4.51058
110,180,4.47914,0.000234084,3.088e-05,4.47941
430,100,4.49521,0.000301145,3.9995e-05,4.49555
330,330,4.50797,0.00066965,9.1108e-05,4.50873
420,370,4.50109,0.000984513,0.000126919,4.5022
350,340,4.50775,0.000676126,9.9652e-05,4.50852
290,400,4.51035,0.000666959,9.5693e-05,4.51111
160,400,4.48326,0.000372722,5.3946e-05,4.48369
350,500,4.48695,0.00102378,0.000141945,4.48811
180,40,4.48091,0.000179287,3.103e-05,4.48112
440,440,4.49114,0.00101691,0.000155678,4.49231
210,340,4.49091,0.000422917,5.4028e-05,4.49138
200,80,0.0957701,0.000201113,2.8437e-05,0.0959996
410,160,4.50594,0.000380342,5.4364e-05,4.50637
100,190,4.49423,0.00021607,3.1339e-05,4.49447
340,160,4.49727,0.0025894,4.5387e-05,4.4999
50,290,4.51713,0.000206404,2.9125e-05,4.51736
70,70,4.48678,0.000187193,2.9597e-05,4.487
80,330,4.47963,0.000242595,2.8629e-05,4.4799
440,120,4.50626,0.000346407,4.6299e-05,4.50665
190,70,0.0777855,0.00020121,2.9202e-05,0.078016
120,340,4.47176,0.000287729,3.8296e-05,4.47209
410,120,4.45998,0.000342976,3.8531e-05,4.46036
20,190,4.52091,0.000165137,2.7796e-05,4.52111
290,220,4.47572,0.000375689,5.4411e-05,4.47615
240,180,4.49314,0.000316622,3.9179e-05,4.49349
220,250,4.51563,0.000389386,4.7365e-05,4.51606
200,200,0.0954095,0.000283828,3.9023e-05,0.0957324
300,90,0.0754964,0.00290806,3.3913e-05,0.0784384
190,270,0.0765797,0.000343293,4.7534e-05,0.0769705
90,240,4.50062,0.000251729,3.6424e-05,4.50091
310,140,4.50307,0.000319094,3.5442e-05,4.50342
180,130,4.46955,0.000242197,3.0949e-05,4.46982
410,170,4.49281,0.000398887,5.9065e-05,4.49327
270,400,4.51738,0.000646859,8.9773e-05,4.51812
420,90,4.50512,0.000294653,4.9796e-05,4.50546
300,500,4.47749,0.000871939,0.000121367,4.47848
210,40,0.0837237,0.00021785,3.2298e-05,0.0839739
300,120,0.0944734,0.000344202,3.6834e-05,0.0948545
180,450,0.0992661,0.00183857,0.000125981,0.101231
510,430,4.49036,0.00118622,0.000172702,4.49172
360,100,4.49368,0.000285206,3.3449e-05,4.494
50,270,4.49387,0.000227895,3.1167e-05,4.49413
270,450,4.49571,0.000677594,0.000101615,4.49649
470,230,4.54369,0.000628885,9.0499e-05,4.54441
510,420,4.5022,0.00117677,0.000173673,4.50355
400,40,4.46411,0.000209754,3.2133e-05,4.46435
70,130,4.49398,0.000202833,3.013e-05,4.49421
450,450,4.49971,0.0010732,0.000164426,4.50095
90,110,4.51845,0.000194243,3.0097e-05,4.51868
240,370,4.52221,0.000575417,7.3014e-05,4.52286
270,460,4.5002,0.000694053,0.000103211,4.50099
200,40,0.0849599,0.000410922,2.955e-05,0.0854003
460,320,4.49311,0.0008663,0.000119487,4.4941
30,400,4.48886,0.000219105,3.1895e-05,4.48911
480,120,4.52327,0.000405127,4.8978e-05,4.52372
90,60,4.47011,0.000171172,2.8794e-05,4.47031
250,280,4.491,0.0004048,5.7564e-05,4.49146
110,280,4.47498,0.000254181,3.1219e-05,4.47527
350,280,4.48966,0.000588613,8.0516e-05,4.49033
350,480,4.5809,0.000940361,0.000135294,4.58197
260,500,4.52625,0.000706103,0.000107195,4.52707
370,130,4.4924,0.000320231,4.349e-05,4.49276
440,500,4.50748,0.00119008,0.000177286,4.50885
220,200,4.48688,0.000312863,4.6636e-05,4.48724
140,100,4.48004,0.000203195,3.1186e-05,4.48028
500,430,4.48707,0.00110939,0.000174701,4.48836
430,230,4.49889,0.0013422,8.1613e-05,4.50032
400,150,4.49717,0.000362389,5.1164e-05,4.49758
170,10,4.51619,0.000159036,3.0656e-05,4.51638
330,40,4.53942,0.00021107,3.4585e-05,4.53967
60,130,4.4679,0.000186598,3.0238e-05,4.46812
330,150,4.5034,0.000424616,4e-05,4.50387
20,260,4.49276,0.000176851,3.0033e-05,4.49297
230,200,4.49758,0.000317294,4.1332e-05,4.49794
110,240,4.47607,0.000242319,3.0136e-05,4.47634
170,260,4.49522,0.000316813,3.4946e-05,4.49557
50,170,4.46803,0.000201437,3.661e-05,4.46827
470,420,4.49682,0.00104715,0.000160485,4.49803
60,380,4.45826,0.000249753,3.201e-05,4.45854
200,390,0.0848665,0.000429541,6.8743e-05,0.0853648
150,320,4.46701,0.000310636,4.2518e-05,4.46736
310,210,4.51311,0.000384571,5.5682e-05,4.51355
390,210,4.50303,0.00044375,6.837e-05,4.50355
220,140,4.48687,0.000264743,3.1309e-05,4.48716
110,340,4.51426,0.0002794,3.5862e-05,4.51458
480,150,4.48029,0.000410884,6.0878e-05,4.48076
460,450,4.48338,0.00131588,0.000167052,4.48486
480,470,4.48035,0.00114394,0.000182603,4.48168
200,240,0.10669,0.00041338,4.5621e-05,0.107149
290,280,4.48292,0.000437575,6.6862e-05,4.48343
20,390,4.47862,0.000188607,3.1368e-05,4.47884
20,170,4.48516,0.000167537,3.0096e-05,4.48536
400,360,4.49458,0.000860743,0.000117073,4.49556
290,100,4.48922,0.000259182,3.1223e-05,4.48952
300,260,0.0915382,0.000421703,6.7696e-05,0.0920276
50,240,4.47368,0.000211039,3.0935e-05,4.47392
50,260,4.49457,0.000216483,3.0962e-05,4.49482
380,340,4.50296,0.000716868,0.000106449,4.50378
310,170,4.5036,0.000410913,4.5444e-05,4.50406
360,360,4.48861,0.000727997,0.000105764,4.48944
160,510,4.51231,0.000443884,6.831e-05,4.51283
10,120,0.103931,0.00018296,3.2534e-05,0.104146
470,470,4.51384,0.00115759,0.00017928,4.51518
470,400,4.51718,0.00104463,0.00015056,4.51838
360,320,4.4861,0.000657483,9.494e-05,4.48685
120,230,4.46913,0.000250142,3.2223e-05,4.46941
140,420,4.52386,0.000353461,5.1097e-05,4.52426
350,320,4.51697,0.000638775,9.2542e-05,4.5177
60,260,4.5411,0.000229896,3.13e-05,4.54137
500,130,4.51622,0.000383266,5.5453e-05,4.51665
300,310,0.0895844,0.000687926,8.0396e-05,0.0903528
140,440,4.46666,0.000365246,5.232e-05,4.46708
210,360,4.48374,0.000412161,6.2352e-05,4.48422
270,130,4.54463,0.000286023,3.363e-05,4.54495
110,30,4.46946,0.000164328,2.9458e-05,4.46966
230,180,4.49572,0.000303078,3.7772e-05,4.49606
110,90,4.49276,0.000181638,2.9714e-05,4.49297
480,260,4.47997,0.000675144,0.000104082,4.48075
180,50,4.49896,0.000189032,3.0506e-05,4.49918
460,300,4.52951,0.00084733,0.000114533,4.53047
430,340,4.50046,0.000898984,0.000115119,4.50147
230,370,4.48632,0.00045195,9.4209e-05,4.48687
170,370,4.54791,0.000409231,4.6239e-05,4.54837
380,370,4.47701,0.000854876,0.000116795,4.47798
430,60,4.46958,0.000241983,3.2753e-05,4.46985
450,370,4.48625,0.00094116,0.000127546,4.48732
170,310,4.47548,0.000336376,4.7188e-05,4.47587
390,280,4.49611,0.000644751,9.0092e-05,4.49684
180,380,4.56517,0.000828433,8.7295e-05,4.56608
510,410,4.48329,0.00113292,0.000169813,4.48459
10,190,0.0961888,0.000204463,3.5959e-05,0.0964292
450,230,4.49697,0.00062494,8.6923e-05,4.49768
210,350,4.47754,0.000403711,6.1409e-05,4.47801
250,380,4.51051,0.000739239,7.8288e-05,4.51133
50,230,4.48929,0.000206111,2.9944e-05,4.48952
40,160,4.52415,0.000184655,3.0017e-05,4.52437
240,410,4.50663,0.000594772,8.2196e-05,4.5073
460,480,4.49262,0.0011518,0.000175256,4.49395
120,510,4.5169,0.000362147,5.2666e-05,4.51731
470,310,4.51527,0.00103399,0.000119183,4.51642
450,320,4.48441,0.000853711,0.000116903,4.48538
270,480,4.50444,0.000721291,0.000104242,4.50527
470,410,4.50678,0.0010566,0.00015687,4.50799
140,380,4.48162,0.000353833,4.6085e-05,4.48202
200,70,0.0957049,0.000243977,2.9374e-05,0.0959783
150,130,4.45291,0.000224254,3.0844e-05,4.45317
460,370,4.49805,0.000974769,0.000138505,4.49916
500,90,4.5092,0.000303403,4.2118e-05,4.50955
80,20,4.48432,0.000156745,2.9615e-05,4.48451
510,480,4.51346,0.00123585,0.000194283,4.51489
460,20,4.50547,0.000207968,4.8906e-05,4.50573
450,410,4.4854,0.000986823,0.000150729,4.48654
490,280,4.48244,0.000842634,0.00011141,4.4834
200,510,0.0834085,0.000611816,8.8052e-05,0.0841083
260,200,4.49167,0.000344391,4.4576e-05,4.49206
250,500,4.51165,0.000760413,9.7562e-05,4.51251
450,190,4.49566,0.000459395,7.0738e-05,4.49619
40,480,4.47464,0.000239787,3.1714e-05,4.47491
280,110,4.49342,0.000262524,3.2018e-05,4.49371
40,110,4.44515,0.000169838,2.9598e-05,4.44535
220,490,4.50353,0.000646626,8.9521e-05,4.50427
470,510,4.49535,0.00118123,0.000193193,4.49672
460,430,4.58213,0.00105112,0.000160824,4.58334
50,80,4.44654,0.000168131,2.9947e-05,4.44674
220,120,4.46337,0.000254543,3.3603e-05,4.46366
40,220,4.44838,0.00018812,2.9511e-05,4.4486
420,100,4.50239,0.000313216,3.5401e-05,4.50274
260,230,4.50039,0.000372892,5.1776e-05,4.50082
500,20,4.54174,0.000187569,3.0507e-05,4.54195
240,200,4.49966,0.000318201,4.2458e-05,4.50002
30,70,4.48948,0.000164686,3.0273e-05,4.48968
40,340,4.53022,0.000220983,3.1444e-05,4.53048
330,320,4.50752,0.000668226,8.048e-05,4.50827
440,230,4.51072,0.000614553,8.503e-05,4.51142
220,10,4.48332,0.000163228,3.0647e-05,4.48351
380,320,4.47399,0.0007084,9.967e-05,4.47479
120,240,4.49634,0.000260004,3.1978e-05,4.49663
190,460,0.0961763,0.000676758,7.4932e-05,0.096928
320,380,4.50898,0.000682451,9.9958e-05,4.50976
140,200,0.078507,0.000289162,3.3975e-05,0.0788301
440,20,4.46281,0.000211614,2.9973e-05,4.46305
290,470,4.5398,0.000854828,0.000112541,4.54077
390,460,4.50203,0.000967473,0.000145904,4.50314
260,190,4.50295,0.000333934,4.3835e-05,4.50333
240,500,4.51552,0.000688774,9.9742e-05,4.51631
270,50,4.56304,0.000206929,2.9838e-05,4.56328
380,250,4.4955,0.00059647,7.9407e-05,4.49617
40,230,4.46313,0.000197756,3.0235e-05,4.46336
340,70,4.49636,0.000235368,3.1096e-05,4.49662
330,250,4.5003,0.000453468,6.8675e-05,4.50083
360,330,4.49651,0.000684298,9.8798e-05,4.49729
490,290,4.50291,0.000890438,0.000116901,4.50392
100,460,0.092579,0.000369251,4.4255e-05,0.0929925
190,380,0.10192,0.000491136,6.2997e-05,0.102474
380,180,4.47678,0.000398153,5.7197e-05,4.47724
470,480,4.53031,0.00117311,0.000170749,4.53165
510,350,4.54177,0.000975799,0.000145755,4.54289
350,20,4.47388,0.000191617,2.9361e-05,4.4741
420,360,4.49022,0.000924346,0.000116904,4.49126
510,50,4.4861,0.000248126,3.2173e-05,4.48638
450,420,4.51313,0.00100586,0.000153864,4.51429
300,80,0.0752116,0.00030388,3.5997e-05,0.0755515
510,290,4.51926,0.000832331,0.000122613,4.52021
280,300,0.0948053,0.000528599,7.2981e-05,0.0954069
410,480,4.47436,0.00103085,0.000156171,4.47554
300,400,4.53535,0.000719209,9.2019e-05,4.53616
300,140,0.0990873,0.000306932,4.1262e-05,0.0994355
240,310,4.49529,0.000422502,6.2946e-05,4.49578
460,50,4.47078,0.000239064,3.0914e-05,4.47105
170,130,4.47148,0.000230794,3.0602e-05,4.47174
330,400,4.48455,0.000805608,0.000108036,4.48546
130,370,4.50678,0.000317126,4.3511e-05,4.50714
200,350,0.0766263,0.000399433,6.1968e-05,0.0770877
250,120,4.52749,0.000257387,2.9933e-05,4.52777
230,160,4.54512,0.000288626,3.4238e-05,4.54544
230,320,4.51302,0.000437302,5.4286e-05,4.51351
150,90,4.47423,0.000188958,2.9949e-05,4.47445
490,220,4.48697,0.000670198,8.9152e-05,4.48773
110,190,4.44871,0.000221753,3.0847e-05,4.44897
480,480,4.52036,0.0011646,0.000182005,4.52171
10,320,4.47539,0.000170947,3.0502e-05,4.47559
480,350,4.5088,0.000964147,0.000137759,4.5099
490,410,4.48015,0.00105101,0.000162901,4.48136
400,100,4.49958,0.000293268,3.7673e-05,4.49992
190,160,0.109771,0.000265372,3.2487e-05,0.110069
460,380,4.52696,0.0009924,0.000141461,4.5281
300,410,4.50869,0.000775964,9.7713e-05,4.50957
350,220,4.5126,0.000423253,6.4376e-05,4.51309
370,300,4.48678,0.000678506,8.6986e-05,4.48754
490,320,4.48843,0.000948164,0.000126797,4.4895
330,510,4.49666,0.000958137,0.000137177,4.49775
150,340,4.47233,0.000325577,4.5607e-05,4.4727
20,180,4.49545,0.000222132,3.4441e-05,4.49571
330,290,4.47904,0.000585308,8.0113e-05,4.47971
40,270,4.49295,0.000199276,2.9931e-05,4.49317
350,10,4.48578,0.000162312,2.9341e-05,4.48597
20,90,4.49885,0.00016417,3.085e-05,4.49904
30,380,4.49094,0.00021004,3.1119e-05,4.49118
100,410,0.0908787,0.000362258,4.0126e-05,0.091281
300,190,4.47855,0.000358085,4.9304e-05,4.47895
60,350,4.46989,0.000289651,3.5715e-05,4.47022
180,360,4.64593,0.00041092,5.4484e-05,4.64639
480,400,4.4833,0.00103715,0.000153354,4.48449
240,160,4.49281,0.00030168,3.1618e-05,4.49314
460,60,4.49559,0.000247578,3.008e-05,4.49587
310,200,4.55033,0.000447794,5.1194e-05,4.55083
130,300,4.46377,0.000298353,3.6813e-05,4.4641
310,20,4.48394,0.000174751,2.954e-05,4.48414
70,450,4.51083,0.000317792,3.6386e-05,4.51119
80,140,4.51513,0.000192198,3.0887e-05,4.51535
380,140,4.50832,0.00034717,4.6821e-05,4.50871
400,20,4.49665,0.000184534,2.9993e-05,4.49686
490,300,4.49651,0.000873261,0.000121225,4.49751
50,160,4.46283,0.000185334,2.9508e-05,4.46305
40,370,4.49128,0.000221328,3.1558e-05,4.49154
20,420,4.48894,0.00019198,3.1389e-05,4.48916
330,350,4.52603,0.000688854,9.6157e-05,4.52681
60,100,4.48606,0.000176832,2.9974e-05,4.48626
40,360,4.4985,0.000226798,3.1247e-05,4.49876
480,110,4.50711,0.000347889,4.6102e-05,4.50751
20,150,4.47845,0.000166602,3.0591e-05,4.47864
120,290,4.50474,0.000274852,3.4045e-05,4.50505
60,290,4.52702,0.000280007,3.6323e-05,4.52734
20,410,4.53214,0.000190982,3.1088e-05,4.53236
500,200,4.49337,0.000646568,8.2879e-05,4.4941
90,160,4.50224,0.000204415,3.0313e-05,4.50248
450,150,4.53129,0.000388053,5.7545e-05,4.53174
200,180,0.0886978,0.000334752,4.7661e-05,0.0890802
450,430,4.47743,0.00101745,0.000157256,4.47861
230,420,4.50219,0.000584352,8.0492e-05,4.50285
490,460,4.50349,0.00118666,0.000181517,4.50486
340,430,4.48916,0.000888532,0.000120308,4.49017
90,170,4.49383,0.000210308,3.0936e-05,4.49408
130,390,4.51671,0.000329776,4.5467e-05,4.51709
120,40,4.46306,0.000163946,2.9245e-05,4.46326
90,200,4.4814,0.000220417,2.8985e-05,4.48165
120,360,4.47387,0.000304175,3.4742e-05,4.4742
440,190,4.51779,0.000611487,6.2413e-05,4.51847
490,80,4.50091,0.000322685,3.6995e-05,4.50127
40,510,4.48034,0.000244268,3.2184e-05,4.48062
300,290,0.0910603,0.000620472,0.000155316,0.0918361
220,470,4.47956,0.000627816,8.6662e-05,4.48028
50,130,4.45281,0.000178386,2.9783e-05,4.45302
330,80,4.51996,0.000249595,2.9903e-05,4.52024
460,240,4.49306,0.000643214,8.8952e-05,4.49379
400,370,4.48927,0.000870083,0.000121889,4.49026
240,340,4.49593,0.00044651,6.8138e-05,4.49645
280,450,4.48646,0.00069053,0.00010447,4.48726
120,430,4.48358,0.000329537,4.5502e-05,4.48396
10,50,4.49877,0.00015909,3.373e-05,4.49896
150,300,4.50603,0.000305761,4.0843e-05,4.50637
180,350,4.50218,0.00038437,5.3947e-05,4.50262
80,60,4.53198,0.000167564,2.936e-05,4.53218
220,90,4.46828,0.000227805,3.1731e-05,4.46854
430,500,4.53473,0.00223942,0.00016253,4.53714
10,290,4.47568,0.000165612,3.0398e-05,4.47587
120,500,4.48202,0.000355896,5.2047e-05,4.48243
10,490,4.55995,0.00018264,3.192e-05,4.56016
10,110,0.0781859,0.000158493,3.0292e-05,0.0783747
470,180,4.50702,0.000486699,6.9895e-05,4.50757
260,300,4.48705,0.000444103,6.5302e-05,4.48756
290,40,4.5084,0.000195373,3.2131e-05,4.50863
480,90,4.53107,0.000310374,4.0099e-05,4.53142
310,50,4.47961,0.000204509,2.9659e-05,4.47984
100,80,4.49716,0.000181582,2.9998e-05,4.49738
70,40,4.46565,0.000167673,2.9635e-05,4.46585
70,490,4.50183,0.000270711,3.3582e-05,4.50214
310,250,4.53147,0.000411313,6.5278e-05,4.53194
110,350,4.46532,0.000278402,3.6282e-05,4.46564
100,300,4.54412,0.000275197,3.1415e-05,4.54442
350,70,4.54205,0.000294626,3.7924e-05,4.54238
350,200,4.49055,0.000400248,5.8537e-05,4.49101
490,270,4.51071,0.000804554,0.000108507,4.51163
480,200,4.48147,0.000586735,7.9186e-05,4.48214
480,270,4.48573,0.000710497,0.000107843,4.48655
230,430,4.47909,0.000633831,7.6483e-05,4.4798
490,190,4.48863,0.000585448,7.1417e-05,4.48929
80,130,4.49534,0.00018858,2.9363e-05,4.49556
350,330,4.49851,0.000648791,9.6106e-05,4.49926
460,270,4.49549,0.000710655,9.5147e-05,4.49629
150,430,4.51973,0.000386212,5.4874e-05,4.52017
50,380,4.45985,0.000241477,3.1745e-05,4.46012
190,340,0.0918207,0.000417663,5.7344e-05,0.0922958
380,500,4.49579,0.00103577,0.000152399,4.49698
80,220,4.47218,0.000211126,2.8597e-05,4.47242
10,60,4.47873,0.000155752,3.024e-05,4.47892
480,190,4.52902,0.000608533,6.5303e-05,4.5297
90,250,4.47951,0.000226903,2.9759e-05,4.47977
50,350,4.48724,0.000236666,3.1798e-05,4.48751
130,410,0.0867083,0.000396044,4.9521e-05,0.0871539
40,400,4.49485,0.000216373,3.1114e-05,4.49509
160,80,4.53027,0.000203829,3.1545e-05,4.53051
110,510,4.47776,0.000334493,5.0615e-05,4.47814
10,470,4.48077,0.000174317,3.0754e-05,4.48097
480,490,4.51209,0.00120508,0.000188983,4.51349
30,160,4.49157,0.000173116,2.982e-05,4.49177
310,260,4.52412,0.000440276,6.6488e-05,4.52463
370,220,4.52025,0.000528988,6.6925e-05,4.52085
130,90,4.54195,0.000209283,3.1137e-05,4.54219
240,280,4.49071,0.000392187,5.5958e-05,4.49116
500,30,4.5088,0.000204699,3.0442e-05,4.50903
340,480,4.49971,0.000952277,0.000143374,4.5008
230,170,4.50473,0.000295322,3.6903e-05,4.50506
50,400,4.46308,0.00025329,3.1835e-05,4.46337
200,90,0.0906982,0.000221771,3.044e-05,0.0909504
240,80,4.47107,0.000224701,3.0565e-05,4.47133
350,170,4.48978,0.000356973,5.157e-05,4.49019
240,380,4.47812,0.000556294,7.6323e-05,4.47875
210,330,4.46953,0.000391297,5.8342e-05,4.46998
360,460,4.52771,0.000978212,0.000128705,4.52882
400,230,4.49648,0.000589992,7.657e-05,4.49715
200,500,0.0863218,0.000606328,8.6158e-05,0.0870143
220,110,4.4625,0.000236897,3.237e-05,4.46277
260,10,4.49784,0.000159264,2.821e-05,4.49803
380,210,4.49065,0.000448874,6.661e-05,4.49116
490,500,4.49449,0.00121966,0.000197045,4.49591
340,170,4.51538,0.000363749,5.0524e-05,4.5158
480,290,4.4979,0.000880602,0.000109344,4.49889
210,10,0.10124,0.000910794,4.6918e-05,0.102198
170,360,4.48424,0.000362803,5.1629e-05,4.48465
100,280,4.49252,0.000242943,3.142e-05,4.4928
160,200,4.49208,0.000263308,3.119e-05,4.49237
90,40,4.48078,0.000165804,2.9967e-05,4.48098
300,360,4.49155,0.000640986,8.8387e-05,4.49228
20,130,4.49776,0.000169423,2.9852e-05,4.49796
60,320,4.4676,0.000242592,3.2153e-05,4.46788
390,480,4.49272,0.00103993,0.000150008,4.49391
410,210,4.49939,0.000462084,7.1165e-05,4.49992
370,70,4.48528,0.000243553,3.094e-05,4.48556
420,330,4.50568,0.000868755,0.000114953,4.50666
180,390,0.0960399,0.000391945,6.2099e-05,0.0964939
80,310,4.4711,0.00023409,2.9087e-05,4.47136
500,150,4.49375,0.000415777,6.297e-05,4.49423
460,330,4.48736,0.000884866,0.000125513,4.48837
460,280,4.55557,0.000750756,0.000104421,4.55642
170,40,4.50237,0.00018164,2.8455e-05,4.50258
100,60,4.46322,0.000174229,2.9e-05,4.46342
470,370,4.52567,0.000984814,0.000141973,4.5268
70,510,4.49927,0.000273444,3.4672e-05,4.49957
330,170,4.49154,0.000357273,4.9204e-05,4.49194
180,290,4.50299,0.000340586,4.5778e-05,4.50337
440,470,4.4928,0.00108605,0.000167239,4.49405
390,270,4.48747,0.000603185,8.8008e-05,4.48816
460,360,4.52709,0.000937997,0.000132696,4.52816
270,100,4.51479,0.000247512,2.9534e-05,4.51507
210,190,4.4826,0.000291475,3.7436e-05,4.48293
300,160,0.0911529,0.000720847,4.4657e-05,0.0919184
90,80,4.47456,0.000179001,2.953e-05,4.47477
440,340,4.48176,0.000869999,0.000122632,4.48275
110,230,4.46896,0.000238093,3.0766e-05,4.46923
70,370,4.4819,0.000279515,3.1214e-05,4.48221
230,110,4.51684,0.00027971,0.000681411,4.5178
260,450,4.48271,0.000701993,9.6947e-05,4.48351
250,460,4.51754,0.000698023,9.0954e-05,4.51833
270,330,4.53382,0.000563119,7.4774e-05,4.53446
510,230,4.50975,0.000684185,9.6551e-05,4.51053
510,360,4.5288,0.00101703,0.000147634,4.52996
170,350,4.47727,0.000369632,5.2235e-05,4.4777
410,400,4.50584,0.000962468,0.000133626,4.50693
210,300,4.48582,0.000365493,5.3693e-05,4.48624
320,280,4.51663,0.000564404,7.3671e-05,4.51727
250,40,4.65013,0.000189502,2.9304e-05,4.65035
320,140,4.49635,0.000309261,4.097e-05,4.4967
310,390,0.0917951,0.000914584,0.000105035,0.0928147
430,220,4.48182,0.000568369,7.8901e-05,4.48247
90,480,4.49067,0.00031012,3.3562e-05,4.49102
10,280,4.49996,0.000171285,3.1973e-05,4.50016
320,120,4.47764,0.000290806,3.6447e-05,4.47797
40,260,4.47324,0.000214609,3.0457e-05,4.47348
170,200,4.50914,0.000279898,3.2468e-05,4.50945
450,20,4.4772,0.000184273,3.0365e-05,4.47741
210,210,4.47764,0.000311387,4.0078e-05,4.47799
390,150,4.51119,0.00110354,4.5174e-05,4.51234
80,30,4.51728,0.000162659,3.1298e-05,4.51748
220,70,4.48616,0.000210846,3.0443e-05,4.4864
250,440,4.50025,0.000657263,9.0085e-05,4.501
400,340,4.49316,0.000848511,0.000111528,4.49412
130,60,4.46489,0.000180818,3.0403e-05,4.4651
20,360,4.49768,0.000189952,3.0356e-05,4.4979
10,380,4.51144,0.000172498,3.1362e-05,4.51164
330,210,4.48632,0.000400337,5.8133e-05,4.48678
390,470,4.49781,0.00100801,0.000149549,4.49897
410,90,4.48169,0.000289528,3.5958e-05,4.48201
480,320,4.52301,0.000894916,0.000124437,4.52403
420,300,4.50406,0.000703612,0.000104639,4.50487
310,280,4.49655,0.000454615,7.2934e-05,4.49708
160,190,4.48528,0.000272613,3.1425e-05,4.48558
40,320,4.47825,0.000211595,3.0842e-05,4.47849
280,330,0.0838904,0.000567406,7.9676e-05,0.0845375
320,80,4.4755,0.000237358,3.2517e-05,4.47577
220,60,4.48805,0.000211959,3.3146e-05,4.4883
440,400,4.47946,0.000965221,0.000142714,4.48056
120,350,4.50233,0.000293546,3.8947e-05,4.50267
50,60,4.46879,0.000166133,3.063e-05,4.46899
320,180,4.49926,0.00035581,4.931e-05,4.49967
100,200,4.47236,0.000217733,3.1159e-05,4.47261
360,490,4.50108,0.00097878,0.000143629,4.5022
290,90,4.48823,0.000331872,4.3715e-05,4.4886
480,460,4.50287,0.00114809,0.000177751,4.5042
140,50,4.46531,0.0001748,3.0151e-05,4.46552
130,100,4.54404,0.000305141,5.1157e-05,4.54439
60,400,4.45239,0.000258341,3.1677e-05,4.45268
210,290,4.51536,0.000377666,4.6344e-05,4.51578
350,80,4.52654,0.000265213,3.4429e-05,4.52684
30,210,4.46966,0.000180796,3.0115e-05,4.46987
70,120,4.47456,0.000188275,2.9603e-05,4.47478
430,50,4.47441,0.000229285,3.2458e-05,4.47467
220,50,4.53582,0.000216969,3.1292e-05,4.53606
210,20,0.0985698,0.000168756,2.9776e-05,0.0987683
140,290,4.48067,0.000290444,3.8173e-05,4.481
340,370,4.53135,0.000760683,9.7775e-05,4.53221
70,10,4.47731,0.000154577,3.0507e-05,4.47749
270,220,4.49679,0.000362192,5.0951e-05,4.4972
150,260,4.49603,0.000287589,3.6465e-05,4.49635
260,260,4.48114,0.000393493,5.7477e-05,4.48159
490,210,4.50637,0.000606913,8.5597e-05,4.50706
230,100,4.4961,0.000238032,3.02e-05,4.49637
480,330,4.54484,0.000910461,0.000129146,4.54588
40,210,4.46276,0.000185776,3.0156e-05,4.46298
370,410,4.49196,0.000898825,0.000125448,4.49299
420,340,4.51614,0.000842831,0.000117372,4.5171
310,320,4.51776,0.000624929,8.0328e-05,4.51847
190,220,0.0811032,0.000310082,4.1141e-05,0.0814544
260,460,4.49998,0.000679127,9.8873e-05,4.50076
470,130,4.49592,0.000377953,5.2586e-05,4.49635
440,410,4.49531,0.000991382,0.000148047,4.49645
310,430,4.50103,0.000812551,0.000111049,4.50195
70,400,4.48884,0.000278032,3.1153e-05,4.48915
200,220,0.0900326,0.000316226,4.1949e-05,0.0903908
130,160,0.0736622,0.000214684,2.8007e-05,0.0739049
460,150,4.49537,0.000432802,5.8477e-05,4.49586
320,90,4.46747,0.000257108,3.2677e-05,4.46776
160,360,4.4872,0.000349523,4.9341e-05,4.4876
310,180,4.60354,0.000359083,4.8394e-05,4.60395
400,430,4.49843,0.000947939,0.000141597,4.49952
260,380,4.49202,0.000616812,6.7888e-05,4.4927
450,10,4.48383,0.000172992,3.3682e-05,4.48404
310,60,4.48925,0.000216222,2.9908e-05,4.48949
370,430,4.48971,0.000937657,0.000130825,4.49078
390,340,4.50913,0.000828861,0.000108707,4.51007
110,100,4.47056,0.00019081,3.0287e-05,4.47078
190,150,0.0770391,0.000290114,0.000258832,0.0775881
